ts(Global),ts(GNSS),ts(GNSS time),LLH(latitude),LLH(longitude),LLH(altitude),GNSS_qual,GNSS_age,TM(north),TM(east),Heading(GPS),ts(bucket - MC),bucket_x,bucket_y,bucket_z,slope_boom,slope_arm,slope_bucket,swing_angle,track_angle,body_roll,body_pitch,ts(Engine),rpm,fuel_consumption_rate,ts(pressure),p_boom_up,p_boom_down,p_arm_in,p_arm_out,p_bkt_in,p_bkt_out,p_swing_left,p_swing_right,p_pilot_boom_up,p_pilot_boom_down,p_pilot_arm_in,p_pilot_arm_out,p_pilot_bkt_in,p_pilot_bkt_out,p_pilot_swing_left,p_pilot_swing_right,ts(pc),laz_file_name,ts(svo_cam),ts_svo_cam,svo_timestamp
104801.6683,74.10349008, 20251113-10:48:01-650000,35.93920309,126.548893,7.1364,4,1.6,371395702.5,159295081.4,246.131,74.1264259,-3589.2,8162.06,-2171.53,19.507,-75.936,6.599,113.84,-159.4,0.407,1.293,74.19903782,1646,31.05,0,139.2,6,45,130.2,72,161.4,5.4,4.2,0,207,245,0,2,0,0,1,74.12941467, pc_20251113_104801_590.laz,74.19989634, 20251113-104801.658650,1.763E+18
104801.7684,74.20314417, 20251113-10:48:01-750000,35.93920309,126.548893,7.1404,4,1.8,371395702.6,159295081.5,246.115,74.22637081,-3543.29,8058.4,-2171.49,20.125,-77.819,6.604,113.84,-159.4,0.406,1.305,74.29890233,1647.5,31.3,0,139.2,6,45,127.8,72,161.4,5.4,4.2,0,208,249,3,1,1,2,1,74.22906168, pc_20251113_104801_690.laz,74.30514574, 20251113-104801.763857,1.763E+18
104801.869,74.30408909, 20251113-10:48:01-850000,35.9392031,126.548893,7.1396,4,1.9,371395703,159295081.3,246.098,74.32635865,-3493.4,7946.56,-2174.95,20.707,-79.79,6.601,113.835,-159.4,0.411,1.288,74.39936835,1655,30.55,0,138.6,6,45.6,125.4,72,162,4.8,4.2,6,205,257,3,3,3,0,1,74.32906523, pc_20251113_104801_790.laz,74.40404229, 20251113-104801.862816,1.763E+18
104801.9683,74.40442178, 20251113-10:48:01-950000,35.9392031,126.548893,7.1382,4,2,371395703.8,159295080.7,246.076,74.42641333,-3440.21,7827.43,-2181.06,21.284,-81.839,6.612,113.832,-159.4,0.41,1.278,74.49950227,1655,29.5,0,138.6,5.4,45,123.6,72,161.4,4.8,3.6,8,205,256,5,2,0,0,1,74.42942533, pc_20251113_104801_890.laz,74.50031326, 20251113-104801.959094,1.763E+18
104802.0689,74.50384732, 20251113-10:48:02-050000,35.93920311,126.548893,7.1339,4,2,371395704.5,159295080.4,246.054,74.52639964,-3386.11,7701.17,-2188.69,21.871,-83.937,6.612,113.842,-159.4,0.409,1.288,74.59968674,1651,30.05,0,138,5.4,45.6,121.2,72.6,160.8,4.8,3.6,5,203,261,2,1,1,3,4,74.52915654, pc_20251113_104801_990.laz,74.60282229, 20251113-104802.061594,1.763E+18
104802.1685,74.6044592, 20251113-10:48:02-150000,35.93920311,126.548893,7.1354,4,2.2,371395704.5,159295080.7,246.072,74.6263974,-3328.44,7571.96,-2195.22,22.442,-86.061,6.626,113.838,-159.4,0.406,1.291,74.6996069,1646.5,30.15,0,137.4,5.4,46.8,119.4,73.8,160.8,4.8,3.6,0,201,261,0,1,0,2,5,74.62953325, pc_20251113_104802_090.laz,74.70144821, 20251113-104802.160211,1.763E+18
104802.2689,74.70427097, 20251113-10:48:02-250000,35.93920311,126.548893,7.1372,4,1.3,371395705.3,159295081.4,246.104,74.72641264,-3269.68,7439.05,-2199.34,22.998,-88.2,6.625,113.836,-159.4,0.412,1.276,74.7998772,1650,30,0,136.8,5.4,48,118.8,73.8,160.8,4.8,3.6,0,201,264,0,1,0,4,5,74.72932764, pc_20251113_104802_190.laz,74.80249098, 20251113-104802.261261,1.763E+18
104802.3688,74.80353417, 20251113-10:48:02-350000,35.93920311,126.548893,7.1386,4,1.4,371395704.7,159295081.9,246.101,74.82639355,-3209.05,7302.34,-2201.13,23.549,-90.361,6.616,113.835,-159.4,0.411,1.256,74.89941994,1649.5,29.6,0,136.8,6,49.2,118.2,75,160.2,4.8,3.6,0,200,260,2,0,1,1,3,74.83025726, pc_20251113_104802_291.laz,74.90475738, 20251113-104802.363505,1.763E+18
104802.4684,74.9041903, 20251113-10:48:02-450000,35.9392031,126.548893,7.1379,4,1.5,371395703.6,159295081.9,246.135,74.92641165,-3147.64,7164.96,-2200.73,24.124,-92.524,6.674,113.833,-159.4,0.4,1.275,74.99929347,1650.5,29.9,0,135.6,6,50.4,117.6,75,160.2,4.8,3,0,199,268,1,1,0,4,0,74.92975126, pc_20251113_104802_390.laz,75.00063247, 20251113-104802.459392,1.763E+18
104802.5688,75.00334775, 20251113-10:48:02-550000,35.93920311,126.548893,7.1375,4,1.5,371395704.4,159295081.4,246.131,75.02648865,-3082.93,7020.72,-2196.35,24.709,-94.728,6.622,113.825,-159.4,0.402,1.277,75.09943257,1648.5,30.1,0,135,6,51,117.6,74.4,160.8,6.6,3,0,197,263,0,0,4,0,0,75.0301637, pc_20251113_104802_492.laz,75.10206731, 20251113-104802.560835,1.763E+18
104802.6683,75.103892, 20251113-10:48:02-650000,35.93920311,126.548893,7.1385,4,1.6,371395704.8,159295081.7,246.074,75.12640825,-3015.44,6871.26,-2190.64,25.275,-96.988,6.609,113.813,-159.4,0.407,1.27,75.19933647,1652,30.25,0,134.4,6,50.4,117.6,73.8,160.8,8.4,3,0,196,272,1,2,0,1,0,75.12935246, pc_20251113_104802_590.laz,75.20005802, 20251113-104802.658841,1.763E+18
104802.7693,75.20455619, 20251113-10:48:02-750000,35.9392031,126.548893,7.1378,4,1.8,371395703.3,159295081.9,246.103,75.22642402,-2947.68,6717.02,-2184.26,25.804,-99.279,6.627,113.815,-159.5,0.411,1.247,75.29911349,1652,29.55,0,134.4,6,51,117.6,73.2,160.8,9,3,0,196,274,2,1,1,0,1,75.22975672, pc_20251113_104802_690.laz,75.30412503, 20251113-104802.762907,1.763E+18
104802.8682,75.30409225, 20251113-10:48:02-850000,35.93920308,126.548893,7.1368,4,1.9,371395701.8,159295081.8,246.139,75.3263829,-2877.4,6556.99,-2174.39,26.383,-101.612,6.61,113.82,-159.4,0.404,1.266,75.39974018,1650,30.1,0,135,6,51.6,118.2,73.2,161.4,9,3,0,193,276,1,2,4,4,1,75.32933333, pc_20251113_104802_790.laz,75.40050298, 20251113-104802.859258,1.763E+18
104802.9683,75.40408546, 20251113-10:48:02-950000,35.93920309,126.548893,7.137,4,2,371395702.2,159295081.6,246.123,75.42642129,-2803.97,6391.34,-2161.16,26.942,-104.006,6.613,113.819,-159.4,0.399,1.266,75.49928327,1646,29.85,0,135,6,52.2,119.4,72.6,161.4,9,3,3,191,286,2,7,0,0,3,75.42950794, pc_20251113_104802_890.laz,75.5015773, 20251113-104802.960338,1.763E+18
104803.0683,75.50383253, 20251113-10:48:03-050000,35.93920309,126.548893,7.1391,4,2,371395702.4,159295081.5,246.13,75.52637541,-2729.55,6221.37,-2144.05,27.492,-106.428,6.614,113.824,-159.4,0.4,1.259,75.59956596,1649.5,30.05,0,134.4,6,54,120,72.6,161.4,7.8,3,0,186,290,1,72,1,1,0,75.52981072, pc_20251113_104802_991.laz,75.60117581, 20251113-104803.059949,1.763E+18
104803.1683,75.6038211, 20251113-10:48:03-150000,35.93920308,126.548893,7.1386,4,1.1,371395701.4,159295080.2,246.121,75.62639139,-2653.86,6047.25,-2122.19,28.042,-108.881,6.612,113.835,-159.4,0.401,1.251,75.69920544,1650.5,29.55,0,133.2,6.6,56.4,121.2,73.8,161.4,7.2,3,3,181,306,0,93,2,0,0,75.62993163, pc_20251113_104803_091.laz,75.70378037, 20251113-104803.162545,1.763E+18
104803.2683,75.70410761, 20251113-10:48:03-250000,35.93920308,126.548893,7.1393,4,1.3,371395701.6,159295080.9,246.133,75.72647329,-2575.53,5869.96,-2097.89,28.582,-111.355,6.614,113.837,-159.4,0.397,1.253,75.79903525,1654,29.75,0,128.4,7.2,58.2,121.2,81,168,6.6,3.6,0,178,313,0,121,0,3,0,75.73071441, pc_20251113_104803_191.laz,75.79873355, 20251113-104803.257503,1.763E+18
104803.3687,75.80402364, 20251113-10:48:03-350000,35.93920307,126.548893,7.1382,4,1.4,371395700.7,159295082,246.151,75.8263929,-2490.35,5677.73,-2068.53,29.127,-113.841,6.165,113.836,-159.4,0.4,1.238,75.89911,1649.5,29.25,0,121.8,6.6,61.2,120,94.8,183,6,3,0,171,310,0,161,2,0,0,75.82987356, pc_20251113_104803_291.laz,75.90136764, 20251113-104803.360136,1.763E+18
104803.4683,75.90402579, 20251113-10:48:03-450000,35.93920306,126.548893,7.134,4,1.5,371395698.9,159295083.4,246.148,75.92638683,-2395.88,5464.67,-2039.89,29.592,-116.304,5.053,113.832,-159.4,0.406,1.187,75.99928494,1649.5,29.95,0,116.4,6.6,66,121.2,99.6,178.8,5.4,3.6,0,162,309,1,192,2,2,0,75.92976015, pc_20251113_104803_391.laz,76.00084865, 20251113-104803.459587,1.763E+18
104803.5684,76.00333031, 20251113-10:48:03-550000,35.93920304,126.548893,7.1305,4,1.5,371395697.1,159295084.7,246.152,76.02639863,-2285.26,5214.92,-2009.61,30.036,-118.754,2.796,113.829,-159.4,0.41,1.164,76.10008294,1653.5,29.3,0,110.4,6.6,69,121.8,84.6,145.2,4.8,3.6,0,155,265,1,206,0,4,0,76.02936265, pc_20251113_104803_490.laz,76.10227962, 20251113-104803.561031,1.763E+18
104803.6683,76.10417537, 20251113-10:48:03-650000,35.93920304,126.548893,7.1317,4,1.6,371395697.3,159295084.4,246.17,76.12643971,-2159.35,4932.56,-1974,30.404,-121.221,-0.364,113.822,-159.4,0.403,1.167,76.19936058,1646,28.8,0,109.2,5.4,70.8,122.4,64.2,108.6,4.8,4.2,0,148,246,2,213,1,3,1,76.12973668, pc_20251113_104803_591.laz,76.20016194, 20251113-104803.658944,1.763E+18
104803.7687,76.20451681, 20251113-10:48:03-750000,35.93920304,126.548893,7.133,4,1.8,371395696.7,159295084.1,246.166,76.22639243,-2027.12,4633.38,-1929.89,30.616,-123.781,-3.685,113.823,-159.4,0.405,1.169,76.29957351,1644,30.25,0,111.6,4.2,70.8,129,51,85.8,4.8,3.6,0,145,206,1,206,0,2,11,76.22932841, pc_20251113_104803_690.laz,76.30310055, 20251113-104803.761866,1.763E+18
104803.8683,76.30384362, 20251113-10:48:03-850000,35.93920304,126.548893,7.1336,4,1.9,371395697.3,159295084.7,246.163,76.32639223,-1892.04,4328.64,-1871.57,30.704,-126.412,-6.968,113.821,-159.4,0.408,1.175,76.39968983,1650.5,29.45,0,118.2,3.6,60,171.6,40.8,84,4.8,3.6,2,142,137,2,127,1,13,80,76.32908866, pc_20251113_104803_790.laz,76.40173502, 20251113-104803.860486,1.763E+18
104803.9684,76.40387893, 20251113-10:48:03-950000,35.93920305,126.548893,7.1343,4,2,371395698.2,159295083.8,246.163,76.42640476,-1770.24,4053.98,-1799.52,30.7,-128.588,-10.536,113.82,-159.4,0.409,1.164,76.49957552,1665.5,23.2,0,134.4,3,33.6,273,27.6,122.4,4.8,3.6,9,146,41,15,14,0,17,76,76.42935493, pc_20251113_104803_890.laz,76.50586853, 20251113-104803.964622,1.763E+18
104804.0691,76.5043428, 20251113-10:48:04-050000,35.93920303,126.548893,7.1324,4,2,371395695.8,159295083.7,246.158,76.52643125,-1731.39,3964.73,-1777.11,30.638,-129.354,-11.509,113.827,-159.4,0.412,1.166,76.59988557,1670,10.85,0,150.6,6,60.6,227.4,42.6,127.2,7.2,3,5,141,16,69,19,105,8,68,76.53072793, pc_20251113_104803_992.laz,76.60075723, 20251113-104804.059489,1.763E+18
104804.1691,76.60364159, 20251113-10:48:04-150000,35.93920297,126.548893,7.132,4,1.1,371395689.4,159295084.8,246.133,76.62638971,-1780.18,4077.6,-1787.83,30.934,-128.055,-11.341,113.82,-159.5,0.397,1.223,76.69905604,1647.5,8.1,0,127.8,12,113.4,121.2,70.8,119.4,7.2,3,10,142,26,137,11,147,4,77,76.63050503, pc_20251113_104804_091.laz,76.70262097, 20251113-104804.161390,1.763E+18
104804.2685,76.70445946, 20251113-10:48:04-250000,35.93920309,126.548893,7.1425,4,1.3,371395702.4,159295077.6,246.131,76.72640333,-1792.97,4107.08,-1759.62,31.562,-127.97,-10.99,113.833,-159.4,0.366,1.402,76.79937953,1622.5,9.15,0,108.6,7.8,85.8,168.6,64.2,132.6,6,3,6,126,27,195,6,158,10,89,76.72961012, pc_20251113_104804_190.laz,76.80380236, 20251113-104804.262578,1.763E+18
104804.3686,76.80349923, 20251113-10:48:04-350000,35.93920321,126.5488929,7.1399,4,1.4,371395716.5,159295073.4,246.131,76.82637137,-1770.61,4042.6,-1722.22,31.542,-128.948,-10.769,113.88,-159.4,0.437,1.105,76.89891443,1603.5,16.9,0,120.6,6,40.8,213.6,45,139.8,5.4,3.6,7,100,34,263,12,169,10,87,76.8298567, pc_20251113_104804_291.laz,76.89925818, 20251113-104804.358038,1.763E+18
104804.4684,76.90354582, 20251113-10:48:04-450000,35.93920302,126.5488932,7.1215,4,1.5,371395695,159295091.2,246.021,76.92638794,-1808.83,4117.96,-1734.47,31.505,-128.349,-9.826,113.922,-159.4,0.47,0.957,76.99904684,1586.5,21.45,0,125.4,12,24,191.4,48.6,150,8.4,4.2,0,30,18,283,9,177,10,96,76.92947568, pc_20251113_104804_390.laz,77.00400774, 20251113-104804.462789,1.763E+18
104804.5686,77.00322753, 20251113-10:48:04-550000,35.9392029,126.548893,7.1211,4,1.5,371395681.1,159295085.1,246.027,77.02638634,-1893.36,4334.88,-1768.89,31.787,-126.328,-8.147,113.827,-159.5,0.369,1.085,77.0989686,1593,24.55,0,120.6,28.2,19.8,168,55.8,156.6,9.6,6,0,2,11,370,4,165,6,99,77.02934793, pc_20251113_104804_490.laz,77.10365707, 20251113-104804.562438,1.763E+18
104804.6687,77.10449367, 20251113-10:48:04-650000,35.93920295,126.5488931,7.1241,4,1.6,371395687.1,159295085,246.185,77.12638032,-2032.61,4632.95,-1812.51,31.706,-123.247,-6.285,113.871,-159.5,0.46,0.998,77.19947769,1617.5,27.45,0,126,20.4,20.4,125.4,55.2,147,20.4,24,0,1,8,400,6,185,5,104,77.12931753, pc_20251113_104804_590.laz,77.20111058, 20251113-104804.659866,1.763E+18
104804.7686,77.20444989, 20251113-10:48:04-750000,35.93920301,126.5488931,7.1239,4,1.8,371395693.5,159295086.6,246.075,77.22652652,-2189.29,4972.46,-1852.85,31.638,-119.649,-4.319,113.946,-159.4,0.415,1.125,77.29948402,1619.5,29.55,0,133.8,12.6,20.4,103.8,44.4,133.2,32.4,58.8,0,2,10,407,8,207,7,114,77.23008546, pc_20251113_104804_691.laz,77.3021745, 20251113-104804.760930,1.763E+18
104804.8686,77.30401529, 20251113-10:48:04-850000,35.93920308,126.548893,7.1426,4,1.9,371395700.7,159295081.4,245.987,77.32641738,-2337.72,5324.14,-1866.17,31.65,-116.271,-1.559,113.896,-159.4,0.353,1.335,77.39909719,1610.5,27.95,0,145.2,9.6,19.8,90.6,34.2,118.2,36.6,91.8,46,3,8,399,2,197,8,132,77.32934123, pc_20251113_104804_790.laz,77.40363536, 20251113-104804.862296,1.763E+18
104804.9688,77.40385314, 20251113-10:48:04-950000,35.93920308,126.548893,7.1396,4,2,371395701.9,159295081.2,246.12,77.42638585,-2479.64,5677.81,-1842.64,31.521,-113.133,1.8,113.766,-159.5,0.377,1.345,77.49897757,1600,27.15,0,154.8,9,19.2,91.2,29.4,114,27,121.8,98,6,2,392,1,198,2,127,77.42953912, pc_20251113_104804_890.laz,77.50038649, 20251113-104804.959171,1.763E+18
104805.0683,77.50376177, 20251113-10:48:05-050000,35.93920303,126.5488929,7.1381,4,2,371395696.4,159295082.9,246.247,77.52644335,-2616.03,6014.99,-1772.03,31.493,-110.233,5.237,113.677,-159.6,0.365,1.288,77.59931162,1604.5,32.05,0,148.8,15.6,18.6,96,30,114,22.2,138,137,10,4,400,2,174,2,131,77.52953777, pc_20251113_104804_990.laz,77.60287895, 20251113-104805.061641,1.763E+18
104805.1688,77.6041849, 20251113-10:48:05-150000,35.93920297,126.5488929,7.1362,4,2.2,371395690,159295090.3,246.305,77.62642044,-2734.84,6345.71,-1660.9,31.568,-107.456,8.745,113.48,-159.8,0.38,1.234,77.69889778,1604.5,31.6,0,128.4,19.8,19.2,100.8,48.6,118.2,25.2,132.6,151,5,0,411,0,122,2,138,77.63021181, pc_20251113_104805_091.laz,77.70424899, 20251113-104805.163026,1.763E+18
104805.2685,77.70453183, 20251113-10:48:05-250000,35.9392028,126.5488928,7.1281,4,1.3,371395671.6,159295098.4,246.578,77.72639458,-2821.11,6649.41,-1541.79,31.494,-104.512,10.935,113.15,-160.1,0.401,1.088,77.79902133,1614,32.65,0,104.4,12,20.4,107.4,67.8,148.8,24.6,130.2,168,4,5,409,0,115,3,141,77.72972458, pc_20251113_104805_191.laz,77.80396347, 20251113-104805.262741,1.763E+18
104805.3685,77.80399479, 20251113-10:48:05-350000,35.9392026,126.5488926,7.1197,4,1.4,371395650.9,159295103.9,247.016,77.82640172,-2875.14,6914.63,-1447.29,31.292,-101.346,11.324,112.737,-160.5,0.399,0.996,77.89868215,1624.5,32.05,0,87,7.2,21,108.6,84,175.8,22.8,133.8,183,4,1,408,0,106,0,143,77.82945011, pc_20251113_104805_290.laz,77.90468242, 20251113-104805.363406,1.763E+18
104805.4687,77.90406271, 20251113-10:48:05-450000,35.93920247,126.5488925,7.1211,4,1.5,371395636,159295114.9,247.39,77.92640783,-2915.47,7163.46,-1386.27,30.865,-98.208,11.585,112.302,-160.9,0.407,1.011,77.99911332,1636,32.5,0,85.2,5.4,21,106.2,93.6,192,24,126.6,179,3,3,411,0,99,1,142,77.92936478, pc_20251113_104805_390.laz,78.00314626, 20251113-104805.461926,1.763E+18
104805.5686,78.00475632, 20251113-10:48:05-550000,35.93920231,126.5488923,7.119,4,1.5,371395619.3,159295122.2,247.832,78.02639431,-2927.78,7398.31,-1364.99,30.111,-95.16,11.743,111.745,-161.5,0.403,1.024,78.0994307,1640,31.1,0,96.6,4.8,20.4,111.6,97.2,202.2,25.2,125.4,178,1,0,415,3,94,1,141,78.02931308, pc_20251113_104805_490.laz,78.09956699, 20251113-104805.558355,1.763E+18
104805.6686,78.10461756, 20251113-10:48:05-650000,35.93920218,126.548892,7.1229,4,1.6,371395604.5,159295126,248.408,78.12642258,-2923.07,7615.67,-1376.78,29.24,-92.24,11.84,111.152,-162.1,0.379,1.152,78.19936324,1635,28.55,0,118.8,3.6,19.8,120.6,96,208.2,26.4,127.2,180,0,0,413,0,82,2,139,78.1291219, pc_20251113_104805_590.laz,78.20121361, 20251113-104805.659984,1.763E+18
104805.7684,78.20474997, 20251113-10:48:05-750000,35.93920206,126.5488917,7.1305,4,1.8,371395590.2,159295131.7,248.896,78.22636986,-2903.24,7820.17,-1403.04,28.314,-89.439,11.9,110.521,-162.7,0.359,1.311,78.29954573,1635.5,30.25,0,143.4,3.6,19.2,132.6,92.4,211.2,30,125.4,181,2,2,413,0,42,2,126,78.22986371, pc_20251113_104805_691.laz,78.3022053, 20251113-104805.760953,1.763E+18
104805.8688,78.30455282, 20251113-10:48:05-850000,35.93920187,126.5488914,7.1414,4,1.9,371395568.3,159295138.5,249.55,78.32649758,-2865,8016.27,-1421.51,27.419,-86.764,11.893,109.819,-163.3,0.351,1.415,78.39977258,1646,31.2,0,159.6,3.6,19.2,145.2,91.2,212.4,39.6,108,183,4,0,413,0,1,1,114,78.33008979, pc_20251113_104805_791.laz,78.40554255, 20251113-104805.864299,1.763E+18
104805.9687,78.4045435, 20251113-10:48:05-950000,35.93920164,126.548891,7.1486,4,2,371395542.5,159295146.4,250.245,78.42640128,-2821.24,8213.05,-1413.04,26.606,-84.085,11.882,109.108,-164,0.348,1.442,78.49961606,1654.5,30.65,0,163.8,4.2,19.8,151.2,90.6,212.4,51.6,85.8,179,3,2,415,3,1,2,113,78.43024123, pc_20251113_104805_891.laz,78.50429784, 20251113-104805.963049,1.763E+18
104806.0686,78.50424645, 20251113-10:48:06-050000,35.93920145,126.5488908,7.1484,4,2,371395519,159295156.9,250.981,78.52645141,-2777.71,8412.13,-1371.72,25.9,-81.355,11.87,108.421,-164.7,0.357,1.402,78.59906488,1653.5,30.1,0,156.6,5.4,19.8,151.8,90.6,212.4,64.2,79.8,176,1,0,415,4,4,3,112,78.52986878, pc_20251113_104805_991.laz,78.60146665, 20251113-104806.060249,1.763E+18
104806.1684,78.60424297, 20251113-10:48:06-150000,35.93920121,126.5488905,7.1433,4,2.2,371395490.5,159295165.8,251.699,78.62644169,-2724.65,8613.87,-1306.55,25.304,-78.581,11.868,107.7,-165.4,0.352,1.367,78.69941029,1646.5,29.15,0,143.4,5.4,20.4,150,92.4,211.8,88.2,63,181,1,2,418,3,2,1,108,78.63002042, pc_20251113_104806_092.laz,78.70139221, 20251113-104806.160149,1.763E+18
104806.2684,78.70429466, 20251113-10:48:06-250000,35.93920098,126.5488902,7.1408,4,1.3,371395462.7,159295173.6,252.433,78.72649496,-2676.55,8810.43,-1233.2,24.67,-75.755,11.861,107.044,-166.1,0.373,1.296,78.79975599,1643.5,29.05,0,129,5.4,21,145.8,94.2,210.6,102,46.2,199,2,0,411,2,0,0,105,78.7304388, pc_20251113_104806_191.laz,78.80241757, 20251113-104806.261142,1.763E+18
104806.3694,78.80350751, 20251113-10:48:06-350000,35.9392008,126.5488899,7.138,4,1.4,371395441.5,159295180.3,253.073,78.82641951,-2638.67,8998.32,-1164.3,23.964,-72.882,11.86,106.487,-166.6,0.388,1.233,78.8996964,1641.5,27.85,0,116.4,4.8,21,139.2,96.6,210,105.6,25.2,216,3,0,413,5,3,5,102,78.82981194, pc_20251113_104806_291.laz,78.90195948, 20251113-104806.360723,1.763E+18
104806.4686,78.90460952, 20251113-10:48:06-450000,35.93920066,126.5488897,7.1327,4,1.5,371395422.7,159295184.8,253.647,78.926394,-2599.08,9177.14,-1113.36,23.172,-70.003,11.863,105.956,-167.2,0.386,1.227,78.99964314,1636,29.45,0,108,4.8,20.4,132.6,98.4,209.4,103.2,13.2,228,4,1,407,4,0,0,98,78.9297671, pc_20251113_104806_390.laz,79.00309284, 20251113-104806.461856,1.763E+18
104806.5683,79.00447209, 20251113-10:48:06-550000,35.93920052,126.5488895,7.1349,4,1.5,371395405.5,159295188.6,254.2,79.02639059,-2566.68,9339.83,-1090.88,22.236,-67.186,11.855,105.51,-167.6,0.373,1.246,79.0997586,1631.5,30.3,0,106.2,3.6,20.4,130.2,99,208.8,90,8.4,231,3,0,331,26,3,2,95,79.02934823, pc_20251113_104806_490.laz,79.10306432, 20251113-104806.561847,1.763E+18
104806.6694,79.10454218, 20251113-10:48:06-650000,35.93920043,126.5488893,7.1377,4,1.6,371395393.4,159295192.5,254.553,79.12662943,-2544.43,9485.73,-1099.65,21.116,-64.447,11.855,105.157,-168,0.377,1.253,79.19910536,1636,31.15,0,111,2.4,19.2,132,99,208.8,82.2,7.2,233,2,6,246,71,4,0,84,79.13033795, pc_20251113_104806_591.laz,79.20134556, 20251113-104806.660114,1.763E+18
104806.7685,79.20396029, 20251113-10:48:06-750000,35.93920036,126.5488892,7.1398,4,1.8,371395383.5,159295194.4,254.902,79.22638102,-2522.86,9618.06,-1135.36,19.887,-61.793,11.852,104.837,-168.3,0.363,1.283,79.2990851,1637.5,29.9,0,121.2,1.2,18.6,141,99,208.8,78,6,235,1,0,242,75,2,3,75,79.22895586, pc_20251113_104806_690.laz,79.3020698, 20251113-104806.760861,1.763E+18
104806.8686,79.30376738, 20251113-10:48:06-850000,35.93920031,126.548889,7.141,4,1.9,371395376.5,159295193.9,255.126,79.32639272,-2510.92,9737.31,-1187.2,18.609,-59.2,11.842,104.597,-168.6,0.352,1.337,79.39886925,1639,29.75,0,133.8,0.6,18,151.8,97.2,209.4,78.6,5.4,236,1,1,238,75,3,0,75,79.32924541, pc_20251113_104806_790.laz,79.40339977, 20251113-104806.862176,1.763E+18
104806.9688,79.40364222, 20251113-10:48:06-950000,35.93920027,126.5488889,7.1437,4,2,371395370.9,159295195.1,255.4,79.42638271,-2508.26,9848.52,-1239.74,17.342,-56.606,11.825,104.425,-168.8,0.34,1.407,79.4988471,1639.5,29.6,0,142.8,0.6,17.4,160.8,96,210,85.8,5.4,236,2,1,235,77,1,0,71,79.42900203, pc_20251113_104806_890.laz,79.50276481, 20251113-104806.961542,1.763E+18
104807.0688,79.50377523, 20251113-10:48:07-050000,35.93920026,126.5488889,7.1497,4,2,371395368.8,159295194.5,255.563,79.52645173,-2513.07,9953.21,-1282.67,16.082,-54.024,11.818,104.304,-168.9,0.336,1.43,79.59934919,1649,29.55,0,148.8,0,17.4,168.6,95.4,210,92.4,5.4,233,3,0,233,82,0,3,72,79.52996006, pc_20251113_104806_991.laz,79.600395, 20251113-104807.059176,1.763E+18
104807.1685,79.60407127, 20251113-10:48:07-150000,35.93920026,126.5488888,7.1505,4,1.1,371395368.5,159295192.9,255.622,79.62640357,-2529.18,10052.29,-1309.63,14.883,-51.425,11.802,104.255,-169,0.333,1.434,79.69908201,1657.5,29.7,0,149.4,0.6,17.4,171,97.2,212.4,87.6,5.4,231,1,4,232,87,3,2,69,79.62950158, pc_20251113_104807_090.laz,79.7033115, 20251113-104807.162100,1.763E+18
104807.2685,79.70489867, 20251113-10:48:07-250000,35.93920024,126.5488888,7.147,4,1.3,371395367.3,159295193.8,255.615,79.7264233,-2553.32,10146.8,-1323.18,13.739,-48.784,11.732,104.256,-169,0.328,1.433,79.79960061,1654,29.95,0,146.4,0.6,17.4,172.8,102.6,220.2,79.2,9.6,227,3,1,222,93,1,5,68,79.7294509, pc_20251113_104807_190.laz,79.80278419, 20251113-104807.261560,1.763E+18
104807.3687,79.80374873, 20251113-10:48:07-350000,35.93920022,126.5488889,7.1459,4,1.4,371395365.3,159295193.3,255.618,79.82640358,-2583.29,10235.58,-1327.78,12.627,-46.1,11.519,104.294,-169,0.329,1.415,79.89955903,1645.5,28.4,0,141.6,1.2,18,173.4,112.2,234,61.8,20.4,224,2,2,211,98,1,6,35,79.8297022, pc_20251113_104807_290.laz,79.90053704, 20251113-104807.359264,1.763E+18
