ts(Global),ts(GNSS),ts(GNSS time),LLH(latitude),LLH(longitude),LLH(altitude),GNSS_qual,GNSS_age,TM(north),TM(east),Heading(GPS),ts(bucket - MC),bucket_x,bucket_y,bucket_z,slope_boom,slope_arm,slope_bucket,swing_angle,track_angle,body_roll,body_pitch,ts(Engine),rpm,fuel_consumption_rate,ts(pressure),p_boom_up,p_boom_down,p_arm_in,p_arm_out,p_bkt_in,p_bkt_out,p_swing_left,p_swing_right,p_pilot_boom_up,p_pilot_boom_down,p_pilot_arm_in,p_pilot_arm_out,p_pilot_bkt_in,p_pilot_bkt_out,p_pilot_swing_left,p_pilot_swing_right,ts(pc),laz_file_name,ts(svo_cam),ts_svo_cam,svo_timestamp,Unnamed: 47,dx,dy,dz,pred_p_pilot_boom_up,pred_p_pilot_boom_down,pred_p_pilot_arm_in,pred_p_pilot_arm_out,pred_p_pilot_bkt_in,pred_p_pilot_bkt_out,pred_p_pilot_swing_left,pred_p_pilot_swing_right,pred_boom_duty,pred_arm_duty,pred_bucket_duty,pred_swing_duty,goal_bucket_x,goal_bucket_y,goal_bucket_z
153738.6715,6.24346694, 20260303-15:37:38-650000,35.93917022,126.5488734,6.7757,4,1.6,371391956.2,159294216.8,264.29,6.280898301,-1041.86,10730.35,-1971.9,4.508,-34.116,6.287,95.716,5.5,-0.064,0.89,6.294696158,802,3,0,144,2.4,2.4,282.6,35.4,98.4,2.4,1.2,2,7,5,3,5,2,7,3,6.284050703, pc_20260303_153738_656.laz,6.278862194, 20260303-153738.648901,1.77252E+18,,0.33,0.1,0.01,9.883155066,10.38281647,11.1495218,10.22257089,10.20757651,9.94663156,10.41152496,10.19561737,-10.38281647,-11.1495218,-10.20757651,10.41152496,-594.29,6284.5,-2017.37
153738.7715,6.343315966, 20260303-15:37:38-750000,35.93917022,126.5488734,6.7751,4,1.8,371391956.4,159294216.4,264.288,6.381004605,-1042.03,10730.34,-1971.6,4.512,-34.122,6.299,95.716,5.5,-0.062,0.892,6.394511063,801,3,0,144,2.4,2.4,282,35.4,98.4,2.4,1.8,4,3,6,3,3,1,0,3,6.385555446, pc_20260303_153738_758.laz,6.381250492, 20260303-153738.751281,1.77252E+18,,-0.17,-0.01,0.3,9.931144359,10.42844384,10.84442379,10.23653023,10.16347176,10.00700536,10.42737422,10.16453501,-10.42844384,-10.84442379,-10.16347176,10.42737422,-594.29,6284.5,-2017.37
153738.8714,6.443211542, 20260303-15:37:38-850000,35.93917022,126.5488734,6.7746,4,1.9,371391955.5,159294215.9,264.284,6.480929043,-1042.18,10730.38,-1971.75,4.506,-34.119,6.301,95.717,5.5,-0.062,0.888,6.494831073,799,3.1,0,144,2.4,2.4,282,35.4,98.4,2.4,1.8,4,2,2,4,4,4,3,3,6.483827847, pc_20260303_153738_856.laz,6.480903857, 20260303-153738.850930,1.77252E+18,,-0.15,0.04,-0.15,9.861297683,10.40990708,10.83610274,10.27542623,10.21044283,9.959310394,10.42016174,10.18808164,-10.40990708,-10.83610274,-10.21044283,10.42016174,-594.29,6284.5,-2017.37
153738.9715,6.543992112, 20260303-15:37:38-950000,35.93917022,126.5488734,6.7759,4,2,371391955.5,159294216.9,264.269,6.580931353,-1042.03,10730.54,-1971.07,4.512,-34.12,6.306,95.717,5.5,-0.063,0.891,6.595153034,801.5,3.1,0,144,2.4,2.4,282,35.4,98.4,2.4,1.8,2,9,3,3,2,4,3,3,6.584401816, pc_20260303_153738_957.laz,6.578438852, 20260303-153738.948471,1.77252E+18,,0.15,0.16,0.68,9.9264709,10.40712998,11.02437449,10.23835525,10.18782008,9.971087476,10.41536871,10.16240306,-10.40712998,-11.02437449,-10.18782008,10.41536871,-594.29,6284.5,-2017.37
153739.0715,6.644948456, 20260303-15:37:39-050000,35.93917022,126.5488734,6.7755,4,2,371391956,159294215.7,264.297,6.680894776,-1042.31,10730.52,-1970.87,4.515,-34.123,6.312,95.718,5.5,-0.063,0.892,6.695010309,800.5,3.05,0,144,2.4,2.4,282,35.4,98.4,2.4,1.8,5,3,5,5,4,6,7,4,6.683857313, pc_20260303_153739_056.laz,6.678104953, 20260303-153739.048112,1.77252E+18,,-0.28,-0.02,0.2,9.867897328,10.46474092,10.82698332,10.25955868,10.15441039,10.00558646,10.43411918,10.15939562,-10.46474092,-10.82698332,-10.15441039,10.43411918,-594.29,6284.5,-2017.37
153739.1717,6.744091455, 20260303-15:37:39-150000,35.93917022,126.5488734,6.7761,4,1.1,371391956,159294215.7,264.279,6.780992521,-1042.38,10730.6,-1970.71,4.51,-34.12,6.309,95.718,5.5,-0.061,0.888,6.794376273,799.5,3.15,0,144,2.4,1.8,282,35.4,98.4,2.4,1.8,3,4,0,3,6,1,4,2,6.784810966, pc_20260303_153739_157.laz,6.778987284, 20260303-153739.149002,1.77252E+18,,-0.07,0.08,0.16,9.920936216,10.38683493,10.84495541,10.26459532,10.21208119,9.960743203,10.41585565,10.18293729,-10.38683493,-10.84495541,-10.21208119,10.41585565,-594.29,6284.5,-2017.37
153739.2715,6.844036588, 20260303-15:37:39-250000,35.93917022,126.5488734,6.7752,4,1.3,371391956,159294216.1,264.28,6.880874885,-1042.38,10730.69,-1970.41,4.515,-34.12,6.314,95.718,5.5,-0.061,0.892,6.895019717,801.5,3.1,0,144,2.4,2.4,282,35.4,98.4,2.4,1.8,2,11,2,3,2,2,3,4,6.884038376, pc_20260303_153739_256.laz,6.877382625, 20260303-153739.247418,1.77252E+18,,0,0.09,0.3,9.974068388,10.40328539,10.8433175,10.22910094,10.17131076,10.00843466,10.42087746,10.16897345,-10.40328539,-10.8433175,-10.17131076,10.42087746,-594.29,6284.5,-2017.37
153739.3715,6.943279052, 20260303-15:37:39-350000,35.93917023,126.5488734,6.775,4,1.4,371391956.6,159294215.7,264.303,6.980928828,-1042.24,10730.69,-1970.73,4.515,-34.119,6.317,95.717,5.5,-0.06,0.894,6.994588311,800.5,3.05,0,144,2.4,1.8,281.4,35.4,98.4,2.4,1.2,4,5,8,7,3,6,3,5,6.983913618, pc_20260303_153739_356.laz,6.979891823, 20260303-153739.349909,1.77252E+18,,0.14,0,-0.32,10.02388487,10.37477332,10.75377733,10.19623465,10.1631386,10.04044615,10.42155105,10.19029098,-10.37477332,-10.75377733,-10.1631386,10.42155105,-594.29,6284.5,-2017.37
153739.4715,7.043770873, 20260303-15:37:39-450000,35.93917023,126.5488734,6.7752,4,1.5,371391956.6,159294216,264.277,7.080916099,-1042.48,10730.8,-1970.28,4.512,-34.117,6.317,95.718,5.5,-0.059,0.89,7.095510451,801.5,3.1,0,144,2.4,2.4,281.4,35.4,98.4,2.4,1.8,4,3,2,2,1,2,6,4,7.083780263, pc_20260303_153739_456.laz,7.076436163, 20260303-153739.446437,1.77252E+18,,-0.24,0.11,0.45,10.01313506,10.38757204,10.73167331,10.25903331,10.18327114,10.01176586,10.42137645,10.15033713,-10.38757204,-10.73167331,-10.18327114,10.42137645,-594.29,6284.5,-2017.37
153739.5714,7.143965693, 20260303-15:37:39-550000,35.93917024,126.5488734,6.7744,4,1.5,371391957.8,159294216.2,264.272,7.180945323,-1041.8,10730.83,-1970.26,4.517,-34.119,6.318,95.715,5.5,-0.06,0.894,7.195631446,801,3,0,144,2.4,1.8,281.4,35.4,98.4,2.4,1.8,3,11,1,6,4,3,0,4,7.184862496, pc_20260303_153739_557.laz,7.181240952, 20260303-153739.551283,1.77252E+18,,0.68,0.03,0.02,10.10761803,10.3027606,10.97682503,10.14817251,10.19398711,10.01156492,10.40271016,10.20439398,-10.3027606,-10.97682503,-10.19398711,10.40271016,-594.29,6284.5,-2017.37
153739.6715,7.243539249, 20260303-15:37:39-650000,35.93917023,126.5488734,6.7731,4,1.6,371391956.9,159294216.7,264.276,7.280923166,-1041.56,10730.96,-1970.56,4.509,-34.112,6.312,95.713,5.5,-0.058,0.89,7.294638679,800.5,3.05,0,144,2.4,2.4,281.4,35.4,98.4,2.4,1.8,4,2,4,2,5,2,5,4,7.284148147, pc_20260303_153739_656.laz,7.277917424, 20260303-153739.647959,1.77252E+18,,0.24,0.13,-0.3,10.08199336,10.31212112,10.76596687,10.23528667,10.20470252,10.01437254,10.39867666,10.17771536,-10.31212112,-10.76596687,-10.20470252,10.39867666,-594.29,6284.5,-2017.37
153739.7715,7.343507282, 20260303-15:37:39-750000,35.93917023,126.5488734,6.7748,4,1.8,371391957.5,159294217.3,264.283,7.38096994,-1041.69,10731.01,-1970.08,4.511,-34.114,6.319,95.713,5.5,-0.057,0.889,7.394794267,800.5,3.1,0,144,2.4,1.8,281.4,35.4,98.4,2.4,1.2,4,4,1,3,2,3,2,2,7.38401727, pc_20260303_153739_756.laz,7.381453565, 20260303-153739.751498,1.77252E+18,,-0.13,0.05,0.48,10.11075977,10.32230514,10.70167148,10.26216767,10.19932264,10.01954727,10.40932069,10.1327672,-10.32230514,-10.70167148,-10.19932264,10.40932069,-594.29,6284.5,-2017.37
153739.8715,7.444187421, 20260303-15:37:39-850000,35.93917023,126.5488734,6.7739,4,1.9,371391956.7,159294217.1,264.276,7.480898088,-1041.7,10731.03,-1970.06,4.516,-34.113,6.317,95.714,5.5,-0.06,0.894,7.494621238,801.5,3.05,0,144,2.4,1.8,280.8,35.4,98.4,2.4,1.8,3,11,2,3,2,4,4,2,7.484016474, pc_20260303_153739_856.laz,7.481626146, 20260303-153739.851672,1.77252E+18,,-0.01,0.02,0.02,10.01604886,10.39705808,10.75254255,10.20712173,10.15651002,10.04359574,10.42725776,10.17246192,-10.39705808,-10.75254255,-10.15651002,10.42725776,-594.29,6284.5,-2017.37
153739.9715,7.543579018, 20260303-15:37:39-950000,35.93917023,126.5488734,6.7741,4,2,371391956.9,159294217,264.268,7.580984525,-1041.88,10731.18,-1969.64,4.514,-34.112,6.323,95.715,5.5,-0.06,0.892,7.596009184,800,3.05,0,144,2.4,2.4,280.8,35.4,98.4,2.4,1.8,6,5,7,2,3,1,7,7,7.584368785, pc_20260303_153739_956.laz,7.581141427, 20260303-153739.951153,1.77252E+18,,-0.18,0.15,0.42,9.980444377,10.41696442,10.68935543,10.25284909,10.16465473,10.02365091,10.42901142,10.15643761,-10.41696442,-10.68935543,-10.16465473,10.42901142,-594.29,6284.5,-2017.37
153740.0715,7.644975928, 20260303-15:37:40-050000,35.93917023,126.5488734,6.7742,4,2,371391956.7,159294217.6,264.288,7.680938475,-1042.16,10731.11,-1969.46,4.514,-34.115,6.324,95.716,5.5,-0.058,0.889,7.694934238,801,3.1,0,144,2.4,2.4,280.8,35.4,98.4,2.4,1.8,5,3,8,6,6,6,0,4,7.684323715, pc_20260303_153740_056.laz,7.678396861, 20260303-153740.048422,1.77252E+18,,-0.28,-0.07,0.18,10.04048562,10.35823432,10.70662739,10.25970172,10.18955788,10.01369366,10.41887727,10.15191701,-10.35823432,-10.70662739,-10.18955788,10.41887727,-594.29,6284.5,-2017.37
153740.1715,7.743773607, 20260303-15:37:40-150000,35.93917023,126.5488734,6.7744,4,1.1,371391957.5,159294217.9,264.286,7.780917022,-1042.24,10731.22,-1969.17,4.517,-34.112,6.321,95.716,5.5,-0.058,0.892,7.795156197,801.5,3.05,0,144,2.4,2.4,280.8,35.4,98.4,2.4,1.8,4,10,2,2,4,3,5,3,7.784088173, pc_20260303_153740_156.laz,7.779586338, 20260303-153740.149616,1.77252E+18,,-0.08,0.11,0.29,10.07612603,10.36744862,10.69220925,10.24827129,10.17938208,10.04986565,10.41802048,10.13455887,-10.36744862,-10.69220925,-10.17938208,10.41802048,-594.29,6284.5,-2017.37
153740.2715,7.843719815, 20260303-15:37:40-250000,35.93917023,126.5488734,6.7749,4,1.3,371391957.5,159294217.4,264.3,7.880940133,-1042.24,10731.31,-1969.03,4.516,-34.11,6.325,95.716,5.5,-0.058,0.891,7.894937949,799.5,3.05,0,144,2.4,2.4,280.8,35.4,98.4,2.4,1.2,4,2,3,4,5,3,4,3,7.884232853, pc_20260303_153740_256.laz,7.880055152, 20260303-153740.250088,1.77252E+18,,0,0.09,0.14,10.07105475,10.35039013,10.67339564,10.25222585,10.187583,10.03448365,10.41309427,10.14935869,-10.35039013,-10.67339564,-10.187583,10.41309427,-594.29,6284.5,-2017.37
153740.3716,7.943634552, 20260303-15:37:40-350000,35.93917024,126.5488734,6.7741,4,1.4,371391958.2,159294217.2,264.312,7.980979575,-1042.37,10731.3,-1969.38,4.509,-34.106,6.319,95.717,5.5,-0.057,0.886,7.99469695,801.5,3.05,0,144,2.4,1.8,280.8,35.4,98.4,2.4,1.8,2,3,4,3,4,7,7,4,7.985333451, pc_20260303_153740_358.laz,7.980749381, 20260303-153740.350757,1.77252E+18,,-0.13,-0.01,-0.35,10.04491752,10.31085875,10.74922653,10.27653005,10.21472239,9.985141896,10.39973141,10.17054932,-10.31085875,-10.74922653,-10.21472239,10.39973141,-594.29,6284.5,-2017.37
153740.4715,8.043735896, 20260303-15:37:40-450000,35.93917025,126.5488734,6.7739,4,1.5,371391958.8,159294216.8,264.29,8.080885548,-1042.44,10731.47,-1968.51,4.515,-34.108,6.326,95.717,5.5,-0.057,0.889,8.095332073,801.5,3.1,0,144,2.4,1.8,280.2,35.4,98.4,2.4,1.8,2,11,4,4,3,1,3,4,8.084145965, pc_20260303_153740_456.laz,8.082998986, 20260303-153740.453005,1.77252E+18,,-0.07,0.17,0.87,10.11185041,10.32934716,10.74246733,10.26608798,10.20116857,10.01443541,10.40785135,10.11810883,-10.32934716,-10.74246733,-10.20116857,10.40785135,-594.29,6284.5,-2017.37
153740.5715,8.143763762, 20260303-15:37:40-550000,35.93917026,126.5488734,6.7746,4,1.5,371391959.7,159294216.9,264.283,8.180905242,-1042.49,10731.45,-1968.74,4.516,-34.106,6.325,95.718,5.5,-0.058,0.891,8.19460389,800.5,2.9,0,144,2.4,2.4,280.2,35.4,98.4,2.4,1.8,4,4,0,5,4,4,2,4,8.184148362, pc_20260303_153740_556.laz,8.17876615, 20260303-153740.548811,1.77252E+18,,-0.05,-0.02,-0.23,10.05287073,10.35341379,10.682342,10.24347847,10.18558077,10.03853477,10.41531016,10.16000576,-10.35341379,-10.682342,-10.18558077,10.41531016,-594.29,6284.5,-2017.37
153740.6718,8.243851323, 20260303-15:37:40-650000,35.93917026,126.5488734,6.7753,4,1.6,371391960.1,159294217.1,264.257,8.280908095,-1042.54,10731.58,-1968.68,4.51,-34.1,6.32,95.718,5.5,-0.057,0.887,8.294966588,800.5,3.05,0,144,2.4,2.4,280.2,35.4,97.8,2.4,1.8,3,1,6,5,5,3,7,4,8.283763665, pc_20260303_153740_656.laz,8.277079985, 20260303-153740.647086,1.77252E+18,,-0.05,0.13,0.06,10.06108452,10.31945011,10.71127235,10.28587272,10.21612693,9.996179913,10.40207758,10.15115849,-10.31945011,-10.71127235,-10.21612693,10.40207758,-594.29,6284.5,-2017.37
153740.7722,8.343786228, 20260303-15:37:40-750000,35.93917026,126.5488734,6.7747,4,0.8,371391960.6,159294217.1,264.28,8.380925288,-1042.41,10731.7,-1968.67,4.513,-34.098,6.327,95.717,5.5,-0.056,0.891,8.394505582,801.5,3,0,144,2.4,2.4,280.2,35.4,97.8,2.4,1.8,2,9,4,3,3,6,6,2,8.383943853, pc_20260303_153740_756.laz,8.378138354, 20260303-153740.748147,1.77252E+18,,0.13,0.12,0.01,10.16350499,10.29250497,10.68720554,10.23380869,10.19447229,10.05723296,10.39913475,10.12851799,-10.29250497,-10.68720554,-10.19447229,10.39913475,-594.29,6284.5,-2017.37
153740.8715,8.444199314, 20260303-15:37:40-850000,35.93917027,126.5488734,6.7744,4,0.9,371391961.4,159294217.2,264.284,8.480888726,-1042.04,10731.77,-1968.93,4.512,-34.096,6.326,95.715,5.5,-0.057,0.893,8.495760308,800,2.95,0,144,2.4,1.8,280.2,34.8,97.8,2.4,1.8,3,1,5,5,3,1,4,4,8.483969336, pc_20260303_153740_856.laz,8.479128336, 20260303-153740.849167,1.77252E+18,,0.37,0.07,-0.26,10.16246158,10.29341091,10.7144959,10.2061409,10.1899592,10.06352083,10.39850653,10.15420902,-10.29341091,-10.7144959,-10.1899592,10.39850653,-594.29,6284.5,-2017.37
153740.9715,8.544147321, 20260303-15:37:40-950000,35.93917028,126.5488734,6.7763,4,0.9,371391961.9,159294217.8,264.288,8.580914888,-1042,10731.92,-1968.93,4.504,-34.09,6.327,95.715,5.5,-0.057,0.888,8.595030429,801,3,0,144,2.4,2.4,280.2,35.4,97.8,2.4,1.8,1,3,4,1,2,3,4,6,8.584459149, pc_20260303_153740_956.laz,8.580820804, 20260303-153740.950812,1.77252E+18,,0.04,0.15,0,10.07735712,10.31509064,10.72934287,10.27348075,10.21373906,10.00639834,10.40099761,10.15143612,-10.31509064,-10.72934287,-10.21373906,10.40099761,-594.29,6284.5,-2017.37
153741.0717,8.64508203, 20260303-15:37:41-050000,35.93917028,126.5488734,6.7748,4,1,371391962.5,159294217.8,264.298,8.680898874,-1042.06,10731.91,-1968.6,4.509,-34.093,6.329,95.715,5.5,-0.059,0.89,8.695127968,800.5,3,0,144,2.4,2.4,280.2,34.8,97.8,2.4,1.2,2,7,4,5,5,4,2,3,8.684078434, pc_20260303_153741_056.laz,8.681788802, 20260303-153741.051783,1.77252E+18,,-0.06,-0.01,0.33,10.03029036,10.36243888,10.78097969,10.23565705,10.18660313,10.00286018,10.41613146,10.16690092,-10.36243888,-10.78097969,-10.18660313,10.41613146,-594.29,6284.5,-2017.37
153741.1715,8.744123281, 20260303-15:37:41-150000,35.93917028,126.5488735,6.774,4,1.1,371391962.6,159294218.7,264.297,8.780964236,-1041.99,10731.96,-1969.07,4.508,-34.088,6.328,95.715,5.5,-0.059,0.893,8.795210882,800,3,0,144,2.4,2.4,279.6,35.4,97.8,2.4,1.8,4,4,1,2,6,5,6,5,8.784729608, pc_20260303_153741_158.laz,8.777780741, 20260303-153741.147815,1.77252E+18,,0.07,0.05,-0.47,10.01975896,10.37564624,10.67349758,10.22695183,10.17337528,10.04933783,10.41934989,10.17533751,-10.37564624,-10.67349758,-10.17337528,10.41934989,-594.29,6284.5,-2017.37
153741.2715,8.843913625, 20260303-15:37:41-250000,35.93917028,126.5488735,6.7739,4,1.3,371391961.9,159294218.4,264.286,8.880942132,-1042.24,10731.98,-1969.19,4.502,-34.087,6.334,95.716,5.5,-0.057,0.889,8.894327046,800.5,3.05,0,144,2.4,2.4,279.6,34.8,97.8,2.4,1.8,5,1,3,3,0,2,2,7,8.884367454, pc_20260303_153741_257.laz,8.880114541, 20260303-153741.250160,1.77252E+18,,-0.25,0.02,-0.12,10.05186355,10.34846376,10.62227081,10.28046691,10.19704598,10.03197524,10.41585274,10.14061328,-10.34846376,-10.62227081,-10.19704598,10.41585274,-594.29,6284.5,-2017.37
153741.3715,8.943834197, 20260303-15:37:41-350000,35.93917028,126.5488735,6.7725,4,1.4,371391961.9,159294218.8,264.288,8.980925527,-1042.32,10732.1,-1969.22,4.504,-34.082,6.334,95.716,5.5,-0.058,0.893,8.994712881,801,3.05,0,144,2.4,2.4,279.6,34.8,97.8,2.4,1.8,2,7,4,3,1,2,1,3,8.98399335, pc_20260303_153741_356.laz,8.981662428, 20260303-153741.351707,1.77252E+18,,-0.08,0.12,-0.03,10.05943823,10.37830381,10.63580437,10.24749927,10.17485994,10.06715155,10.42132382,10.13693056,-10.37830381,-10.63580437,-10.17485994,10.42132382,-594.29,6284.5,-2017.37
153741.4715,9.043661623, 20260303-15:37:41-450000,35.93917028,126.5488735,6.7723,4,1.5,371391961.9,159294219.4,264.305,9.080943467,-1042.33,10732.27,-1969.27,4.501,-34.075,6.33,95.716,5.5,-0.058,0.893,9.095128062,800,3,0,143.4,2.4,2.4,279.6,34.8,97.8,2.4,1.8,5,2,1,3,1,3,4,2,9.0839658, pc_20260303_153741_456.laz,9.079609372, 20260303-153741.449644,1.77252E+18,,-0.01,0.17,-0.05,10.06164731,10.37321079,10.61807667,10.25007297,10.17789892,10.06575531,10.41871721,10.13952485,-10.37321079,-10.61807667,-10.17789892,10.41871721,-594.29,6284.5,-2017.37
153741.5716,9.144525831, 20260303-15:37:41-550000,35.93917028,126.5488735,6.7738,4,1.5,371391961.9,159294219.1,264.296,9.180943238,-1042.1,10732.38,-1969.29,4.496,-34.072,6.333,95.715,5.5,-0.06,0.889,9.194604941,800.5,3.05,0,143.4,2.4,1.8,279.6,34.8,97.8,2.4,1.2,4,4,4,5,5,0,5,4,9.184395667, pc_20260303_153741_557.laz,9.181846369, 20260303-153741.551858,1.77252E+18,,0.23,0.11,-0.02,9.980490396,10.34750583,10.89394913,10.22824094,10.21739272,9.968545271,10.40758458,10.19720818,-10.34750583,-10.89394913,-10.21739272,10.40758458,-594.29,6284.5,-2017.37
153741.6715,9.243813618, 20260303-15:37:41-650000,35.93917027,126.5488735,6.7744,4,1.6,371391960.8,159294220,264.316,9.280891701,-1041.87,10732.49,-1969.69,4.494,-34.064,6.327,95.714,5.5,-0.06,0.892,9.294992856,801,3.15,0,143.4,2.4,2.4,279.6,34.8,97.8,2.4,1.8,1,4,4,3,4,2,6,2,9.284388327, pc_20260303_153741_656.laz,9.277428823, 20260303-153741.647465,1.77252E+18,,0.23,0.11,-0.4,9.986365027,10.36807016,10.81433518,10.21037739,10.1881862,10.01126813,10.4147982,10.19881881,-10.36807016,-10.81433518,-10.1881862,10.4147982,-594.29,6284.5,-2017.37
153741.7716,9.343415489, 20260303-15:37:41-750000,35.93917027,126.5488735,6.7718,4,1.8,371391961.3,159294219.5,264.287,9.380938258,-1041.89,10732.6,-1969.13,4.493,-34.065,6.33,95.714,5.5,-0.059,0.888,9.39447348,801,3,0,143.4,2.4,2.4,279,34.8,97.8,2.4,1.8,5,4,4,4,4,3,1,3,9.383997469, pc_20260303_153741_756.laz,9.380592921, 20260303-153741.750636,1.77252E+18,,-0.02,0.11,0.56,10.0194935,10.35024616,10.84523572,10.24838638,10.2034232,9.971027837,10.40924346,10.16919509,-10.35024616,-10.84523572,-10.2034232,10.40924346,-594.29,6284.5,-2017.37
153741.8717,9.443967016, 20260303-15:37:41-850000,35.93917027,126.5488735,6.7729,4,1.9,371391960.8,159294219.8,264.306,9.480921961,-1042.05,10732.54,-1969.25,4.493,-34.066,6.332,95.715,5.5,-0.057,0.889,9.495173309,801,3.1,0,144,2.4,2.4,279,34.8,97.8,2.4,1.8,3,1,4,3,3,4,1,7,9.483812041, pc_20260303_153741_856.laz,9.479341426, 20260303-153741.849349,1.77252E+18,,-0.16,-0.06,-0.12,10.07342181,10.32869625,10.69246036,10.25691393,10.19957886,10.02516593,10.41188786,10.14954614,-10.32869625,-10.69246036,-10.19957886,10.41188786,-594.29,6284.5,-2017.37
153741.9715,9.543291113, 20260303-15:37:41-950000,35.93917026,126.5488735,6.7732,4,2,371391960.2,159294220.5,264.302,9.581007392,-1041.78,10732.74,-1968.75,4.498,-34.064,6.335,95.713,5.5,-0.058,0.892,9.594901812,801.5,3,0,144,2.4,2.4,279,34.8,97.8,2.4,1.8,4,4,7,3,6,2,6,3,9.585418443, pc_20260303_153741_957.laz,9.579350066, 20260303-153741.949343,1.77252E+18,,0.27,0.2,0.5,10.11810813,10.32823379,10.81118152,10.22059719,10.19182147,10.03138513,10.40429659,10.14381688,-10.32823379,-10.81118152,-10.19182147,10.40429659,-594.29,6284.5,-2017.37
153742.0715,9.644731825, 20260303-15:37:42-050000,35.93917027,126.5488735,6.7728,4,2,371391961,159294220.3,264.328,9.680896125,-1041.82,10732.7,-1968.66,4.499,-34.065,6.332,95.713,5.5,-0.058,0.891,9.695123803,800.5,2.9,0,144,2.4,2.4,279,34.8,97.8,2.4,1.8,3,4,2,4,5,3,3,2,9.683756242, pc_20260303_153742_056.laz,9.680059591, 20260303-153742.050101,1.77252E+18,,-0.04,-0.04,0.09,10.06970175,10.34693114,10.72558997,10.23278495,10.18581346,10.03201171,10.41536362,10.15453271,-10.34693114,-10.72558997,-10.18581346,10.41536362,-594.29,6284.5,-2017.37
153742.1716,9.743640519, 20260303-15:37:42-150000,35.93917027,126.5488735,6.7726,4,2.2,371391961.5,159294219.7,264.321,9.780911494,-1041.69,10732.83,-1968.4,4.5,-34.062,6.33,95.713,5.5,-0.057,0.892,9.795190396,801,3,0,144,2.4,2.4,279,34.8,97.8,2.4,1.8,3,4,1,7,6,4,5,5,9.78389439, pc_20260303_153742_156.laz,9.779876513, 20260303-153742.149900,1.77252E+18,,0.13,0.13,0.26,10.12967881,10.3244443,10.70895707,10.2315173,10.18991924,10.05328672,10.40770644,10.13085893,-10.3244443,-10.70895707,-10.18991924,10.40770644,-594.29,6284.5,-2017.37
153742.2715,9.843934695, 20260303-15:37:42-250000,35.93917027,126.5488735,6.7735,4,1.3,371391961.5,159294220.2,264.273,9.880896395,-1041.72,10732.9,-1968.26,4.5,-34.061,6.332,95.713,5.5,-0.059,0.893,9.894803952,801,2.95,0,144,2.4,2.4,279,34.8,97.8,2.4,1.8,4,1,3,2,4,6,3,4,9.883727894, pc_20260303_153742_256.laz,9.879369489, 20260303-153742.249407,1.77252E+18,,-0.03,0.07,0.14,10.0298409,10.38890591,10.71550471,10.22836892,10.17030792,10.04623575,10.42365317,10.15339115,-10.38890591,-10.71550471,-10.17030792,10.42365317,-594.29,6284.5,-2017.37
153742.3716,9.943110002, 20260303-15:37:42-350000,35.93917027,126.5488735,6.7731,4,1.4,371391961.2,159294219.8,264.289,9.980997175,-1042.02,10732.99,-1968.48,4.497,-34.054,6.33,95.714,5.5,-0.058,0.893,9.99482888,800,2.95,0,143.4,2.4,2.4,279,34.8,97.2,2.4,1.8,4,3,2,5,2,1,3,5,9.985242086, pc_20260303_153742_357.laz,9.980658456, 20260303-153742.350645,1.77252E+18,,-0.3,0.09,-0.22,10.00928793,10.41168219,10.52731347,10.26938128,10.16826544,10.07892106,10.43224687,10.13181107,-10.41168219,-10.52731347,-10.16826544,10.43224687,-594.29,6284.5,-2017.37
153742.4716,10.04359881, 20260303-15:37:42-450000,35.93917027,126.5488735,6.7708,4,1.5,371391961.7,159294220.7,264.289,10.08089808,-1042.2,10733.11,-1968.36,4.495,-34.05,6.33,95.715,5.5,-0.057,0.893,10.09513551,800.5,3.05,0,143.4,2.4,2.4,279,34.8,97.2,2.4,1.8,2,0,0,1,6,3,8,5,10.08390225, pc_20260303_153742_456.laz,10.07957189, 20260303-153742.449617,1.77252E+18,,-0.18,0.12,0.12,10.08243089,10.37456525,10.563493,10.25874724,10.17504118,10.08335509,10.42396967,10.11319362,-10.37456525,-10.563493,-10.17504118,10.42396967,-594.29,6284.5,-2017.37
153742.5715,10.14367479, 20260303-15:37:42-550000,35.93917028,126.5488735,6.7706,4,1.5,371391962.4,159294220.6,264.278,10.18090841,-1041.95,10733.15,-1968.31,4.501,-34.05,6.33,95.714,5.5,-0.06,0.898,10.19491227,801.5,3,0,143.4,2.4,2.4,278.4,34.8,97.2,2.4,1.8,2,2,1,3,5,2,0,5,10.18390369, pc_20260303_153742_556.laz,10.17994077, 20260303-153742.549931,1.77252E+18,,0.25,0.04,0.05,10.06162189,10.39988836,10.75692767,10.17106583,10.13532767,10.08355863,10.43075729,10.16360245,-10.39988836,-10.75692767,-10.13532767,10.43075729,-594.29,6284.5,-2017.37
